_id,id,AgencyName,PrimaryManagerFirst,PrimaryManagerLast,PrimaryManagerEmail,AgencyFacebookLink,AgencyTwitterLink,AgencyPhone,Address,AgencyAddress,Addition,Street Address,AgencyCity,AgencyState,AgencyPostal,AgencyUrl,WhatWeDo,longitude,latitude
179,186,Indiana University Cinema,Jessica,Tagg,jtagg@indiana.edu,https://www.facebook.com/iucinema,https:/twitter.com/iucinema,1-812-855-2646,"1213 E. 7th Street, Bloomington, IN, 47405",1213 E. 7th Street,,1213 E 7th St,Bloomington,IN,47405,http://www.cinema.indiana.edu,"The Indiana University Cinema is a world-class facility and program that is dedicated to the scholarly study and highest standards of exhibition of film in both its traditional and modern forms, advancing the University?s long-standing commitment to excellence, research, and public engagement in the arts by providing educational, entertaining, and enriching cinematic experiences.",-86.518863,39.168706
180,187,Indiana University East Asian Studies Center,Melissa,Berry,easc@indiana.edu,,,1-812-855-3765,"Memorial Hall West 207, Bloomington, IN, 47405",1021 E 3rd St RM 207,Memorial Hall West 207,1021 E 3rd St RM 207,Bloomington,IN,47405,,"We strive to enhance understanding of East Asia locally, regionally, and nationally by supporting interdisciplinary research and teaching; linking academic resources with K-12, business, and professional communities; coordinating conferences and workshops; educating K-12 teachers; and fostering dialogue among scholars, students, practitioners, and policy makers.",-86.52,39.17
181,188,Indiana University Health Bloomington Hospice,Melanie,Miller,mmiller14@iuhealth.org,,,1-812-353-9804,"PO Box 1149, Bloomington, IN, 47402",PO Box 1149,,,Bloomington,IN,47402,http://www.iuhealth.org,"The Hospice mission is to provide compassionate end-of-life care and support for persons in the last stages of illness and their families. Our goal is to help patients live each day as fully, comfortably, and meaningfully as possible. We utilize an interdisciplinary team approach in the provision of holistic and individualized care for each patient. Care may be provided in private residences, area facilities, or our inpatient Hospice House. ",-86.531389,39.14621
182,189,Indiana University Office Of Sustainability,Bill,Brown,brownwm@indiana.edu,,,1-812-855-2678,"1001 E. 10th St., Bloomington, IN, 47405",1001 E. 10th St.,,1001 E 10th St,Bloomington,IN,47405,http://www.indiana.edu/~sustain,The mission of the Indiana University Office of Sustainability (IUOS) is to advance sustainable human-environment interactions within the Bloomington campus and community by facilitating collaborative academic and operational initiatives. IUOS defines sustainability as thriving within our means to achieve balance among environmental health economic prosperity and social equity.,-86.521558,39.17162
183,190,Indiana University Research and Teaching Preserve,Elizabeth,Bockstiegel,preserve@indiana.edu,,,1-812-855-8742,"702 N. Walnut Grove Ave., Bloomington, IN, 47405",702 N. Walnut Grove Ave.,,702 N Walnut Grove Ave,Bloomington,IN,47405,http://www.indiana.edu/~preserve,Our mission is to provide natural field settings for research and teaching that complement existing facilities and infrastructure at Indiana University.,-86.520981,39.172145
184,191,Indiana University Returned Peace Corps Volunteers,IURPCV,Group,iurpcvgroup@gmail.com,,,1-812-606-3315,"1315 E 10th St, Bloomington, IN, 47405",1315 E 10th St,,1315 E 10th St,Bloomington,IN,47405,https://beinvolved.indiana.edu/organization/IURPCV,"Returned Peace Corps Volunteers in the Bloomington, Indiana area. ",-86.517861,39.171597
185,192,Indiana Youth Musicians,Jill,Bryniarski,iym@iymusicians.org,,,812-369-4387,", Bloomington, IN, 47403",,,,Bloomington,IN,47403,http://www.IYMusicians.org,"Indiana Youth Musicians (IYM) strives to provide the leadership, guidance, facilities and creative freedom necessary for Indiana youth musicians to reach their musical potential.IYM connects youth musicians with adult leaders who guide and encourage them in creating and joining ensembles, which match and enhance their level of musicianship.Participation in IYM  offers youth musicians and educators the opportunity to enhance their musical skills, connect with other like-minded musicians, gain performance experience and contribute to their community through a variety of projects that provide exposure to individuals who normally lack opportunity for such musical experiences.",-86.54,39.16
186,193,IndyBaroque Music,Maarten,Bout,director@indybaroque.org,,,317-808-2224,"401 E. Michigan St., Indianapolis, IN, 46204",401 E. Michigan St.,,401 E Michigan St,Indianapolis,IN,46204,http://www.indybaroque.org,"IndyBaroque Music, Inc. (IBMI) enriches, inspires, and educates the Indiana community through historically-informed performances of 17th- and 18th-century music.",-86.150071,39.773533
187,194,Interfaith & Community Collaboration,Bridget,McIntyre,bmcintyre@hoosiercatholic.org,,,1-812-339-5561,"1413 E. 17th Street, Bloomington, IN, 47408",1413 E. 17th Street,,1413 E 17th St,Bloomington,IN,47408,,"A collection of faith communities in Bloomington invite their members and friends to participate in acts of service.  Support and unity is encouraged through volunteer service projects.  All projects are intergenerational and open to anyone in the Bloomington community.Each faith community will host a service project(s) on MLK Day.  Participants can choose a service project at their \home\"" faith community",-86.514537,39.178953
188,195,Interfaith Community of Environmentalist Youth (ICEY),ICEY,Bloomington,iceybloomington@gmail.com,https://www.facebook.com/iceybloomington,,1-812-339-7303,"1228 E Maxwell Ln, Bloomington, IN, 47401",1228 E Maxwell Ln,,1228 E Maxwell Ln,Bloomington,IN,47401,http://iceybloomington.org,"We are a youth-led group of teens committed to environmental advocacy. We believe climate change is the biggest issue of our generation, and hope to get more youth in Bloomington and the surrounding areas engaged in environmental action.",-86.518051,39.15752
189,196,Interfaith Winter Shelter,Daniel,Watts,wattbush@gmail.com,https://www.facebook.com/InterfaithWinterShelter/,,1-812-333-6168,"215 S. Westplex Ave., Bloomington, IN, 47403",215 S. Westplex Ave.,,215 S Westplex Ave,Bloomington,IN,47403,http://interfaithwintershelter.org/,The Interfaith Emergency Winter Shelter (IEWS) provides low barrier emergency shelter for Bloomington's homeless population during winter evenings from October 15 through April 15. Initiated in 2009 a coalition of faith communities came together out of concern for the health safety and well-being of men and women who are homeless.,-86.553579,39.165145
190,197,International Furniture Give-Away (FGA),Brian,Oeding,brian@oedings.com,,,1-812-929-3287,", Bloomington, IN, 47401",,,,Bloomington,IN,47401,http://www.myfga.org,"Christians showing Indiana University International Students, Scholars, and Families the love of Christ in action.",-86.5,39.16
191,198,International Pacific Institute of Indiana,Masahiko,Kitayama,contact_center@ipiin.org,,,812-369-4002,", Bloomington, IN, 47401",,,,Bloomington,IN,47401,,Research and Education,-86.5,39.16
192,199,IU Campus Garden Initiative,Sara,Swan,iugarden@indiana.edu,,,1-812-855-2678,"704 E. 10th St, Bloomington, IN, 47408",704 E. 10th St,,704 E 10th St,Bloomington,IN,47408,http://www.iugarden.wordpress.com,"A project of the IU Office of Sustainability, the Garden Initiative fosters environmental and social sustainability by creating interactive, edible gardening spaces on the IU-Bloomington campus.",-86.525337,39.171535
193,200,IU College of Arts & Sciences Office of Science Outreach,Tina,Gilliland,mgillila@indiana.edu,https://www.facebook.com/IUBScienceOutreach/,https://twitter.com/search?q=IUscihouse,1-812-855-5397,"1600 E 3rd St, Bloomington, IN, 47401",1600 E 3rd St,Office of Science Outreach,1600 E 3rd St,Bloomington,IN,47401,https://scienceoutreach.indiana.edu/forms/volunteer.html,Research + EngagementWe support research by providing platforms to engage the public in scientific advances as well as one-on-one consultation. We also provide mentoring opportunities through our undergraduate research programs.Pre-college science education (preK-12)Pre-college science research opportunities (9-12)Science teacher resources and opportunitiesCampus and community science engagement and communicationUndergraduate science research programsBroader participation in science,-86.513893,39.164108
194,201,IU Department Of Theatre And Drama,Trish,Hausmann,pjhausma@indiana.edu,,,1-812-856-3844,"275 N. Jordan Ave., Bloomington, IN, 47405",275 N. Jordan Ave.,,275 N Jordan Ave,Bloomington,IN,47405,http://theatre.indiana.edu,The IU Department of Theatre and Drama is committed to exploring all aspects of the theatrical event today in order to nurture the artists and scholars of tomorrow.,-86.516134,39.168558
195,202,IU Friends Of Art Bookshop,Colleen,McKenna,foabooks@indiana.edu,,,1-812-855-1333,"1201 E.7th St., Bloomington, IN, 47405",1201 E.7th St.,Fine Arts Building #120,1201 E7th St ,Bloomington,IN,47405,,"Established in 1968, the Friends of Art Bookshop assists scholars in their research and creative activity, generates income for scholarships for students, develops a community who support the visual arts, and creates a warm and nourishing space for interaction among communities in the heart of the Fine Arts Building at Indiana University.",-86.52,39.17
196,203,IU Health Bloomington - Alzheimer's Resource Service,Dayna,Thompson,dthompson6@iuhealth.org,https://www.facebook.com/groups/224858017635754/,,1-812-353-9299,"431 S College Ave, Bloomington, IN, 47402",431 S College Ave,,431 S College Ave,Bloomington,IN,47402,http://iuhealth.org/bloomington/about/community-health/alzheimers-resource-service/,"To provide support, education, and resource connections to those with Alzheimer's Disease (or a related dementia) and their families and/or professional care providers.",-86.534546,39.161583
197,204,IU Health Bloomington (Hospital)- Behavioral Health Unit (Recreational Therapy Dept.),Shaina,Johnson-Coleman,sjohnsoncole@iuhealth.org,,,1-812-353-9746,"601 W. 2nd St., Bloomington, IN, 47403",601 W. 2nd St.,5th Floor,601 W 2nd St,Bloomington,IN,47403,,Our current team consists of 4 Certified Therapeutic Recreation Specialist and 2 Recreational Therapy Interns who provide therapy for up to 30 patients on the unit at a time.,-86.540979,39.16006
198,205,IU Health Bloomington Hospital,Tammy,McMillan,tmcmillan@iuhealth.org,https://www.facebook.com/IU-Health-Bloomington-Hospital-115784328441673/?fref=ts,https://twitter.com/iuhealthbloom,1-812-353-9468,"601 W 2nd St, Bloomington, IN, 47403",601 W 2nd St,,601 W 2nd St,Bloomington,IN,47403,http://iuhealth.org/bloomington/,Indiana University Health Bloomington's mission is to improve the health of our patients and community through innovation and excellence in care education research and service,-86.540979,39.16006
199,206,IU Hilltop Garden And Nature Center,Charlotte,Griffin,charlotteg38@gmail.com,https://www.facebook.com/HilltopGardenNatureCenter/,,1-812-855-8808,"2367 E. 10th St., Bloomington, IN, 47408",2367 E. 10th St.,,2367 E 10th St,Bloomington,IN,47408,http://www.indiana.edu/~landscap/hilltop/,Hilltop Garden and Nature Center serves as an educational and recreational resource for youth and adult gardening activities to learn about gardening and to connect with nature.,-86.50564,39.171609
200,207,IU Office of International Development,Courtney,Huynh,cmherman@indiana.edu,,,,"201 N Indiana Ave., Bloomington, IN, 47408",201 N Indiana Ave.,,201 N Indiana Ave,Bloomington,IN,47408,http://www.indiana.edu/~oid/global-engagement/get-involved/,"The Office of International Development (OID) pursues and administers externally funded technical-assistance and institution-building grants in developing countries. These programs empower IU faculty, students, and staff to engage globally in a wide range of activities designed to improve the lives of people overseas.",-86.526945,39.167454
201,208,IU School of Education,Isaiah,Carter,powercarter2000@gmail.com,,,1-812-856-8265,"201 N Rose Ave, Bloomington, IN, 47405",201 N Rose Ave,IU W.W. Wright Education Building,201 N Rose Ave,Bloomington,IN,47405,http://www.education.indiana.edu,"Our mission is to improve teaching, learning, and human development in a global, diverse, rapidly changing, and increasingly technological society.",-86.51094,39.167677
202,209,IU School of Public Health,Yibin,Liu,yibliu@umail.iu.edu,,,1-812-855-5210,"1025 E. 7th St., Bloomington, IN, 47405",1025 E. 7th St.,Ste. 111,1025 E 7th St STE 111,Bloomington,IN,47405,http://www.indiana.edu/~aphealth/,The Department of Applied Health Science is a vital part of IU's life sciences initiative. Our department is committed to fostering interdisciplinary research in the life sciences as we work toward our mission of preventing disease and promoting health and well-being of individuals families and communities.,-86.521204,39.168466
203,210,IU Student Life And Learning,Colleen,Rose,iusll@indiana.edu,,,1-812-855-4311,"900 E. 7th Street, Bloomington, IN, 47405",900 E. 7th Street,IMU Room 371,900 E 7th St RM 371,Bloomington,IN,47405,http://sao.indiana.edu/,Student Life and Learning promotes active student learning through experiences which promote civility and citizenship through: leadership inclusion and civic engagement.,-86.522534,39.168477
204,211,IU Zombie 5K,Grace,Fillip,gfillip@indiana.edu,,,1-317-702-7758,"900 E 7th St, Bloomington, IN, 47405",900 E 7th St,,900 E 7th St,Bloomington,IN,47405,http://www.z5kbloomington.com,"This is the first IU Zombie 5K run/walk organized by Union Board! Proceeds from the event will go towards Middle Way House, an organization that strives to end violence in the lives of women and children. After the race, we will have an after party with music, games and fun!",-86.522534,39.168477
205,212,IUB 21st Century Scholars Program,Melissa,Wurster,mwurster@indiana.edu,,,1-812-856-1579,"1900 E. Tenth St., Bloomington, IN, 47406",1900 E. Tenth St.,,1900 E 10th St,Bloomington,IN,47406,http://www.indiana.edu/~iub21cs/?q=node/2,The Twenty-first Century Scholars Program is established to do the following: Reduce the number of students who withdraw from high school before graduation. Increase the number of students who are prepared to enter the workforce upon graduation. Increase the number of students entering postsecondary educational institutions in Indiana. Encourage eligible students to attend postsecondary educational institutions in Indiana by reducing the financial burden on the eligible students and their families. Decrease drug and alcohol abuse by encouraging higher educational pursuits. Increase individual economic vitality. Improve the overall quality of life for many Indiana residents.,-86.509445,39.171564
206,213,IUB Service Learning Program,Michael,Valliant,mvallian@indiana.edu,,,1-812-856-6011,"1320 E 10th St, Bloomington, IN, 47405",1320 E 10th St,Wells Library,1320 E 10th St,Bloomington,IN,47405,http://citl.indiana.edu/programs/serviceLearning/index.php,The mission of the Service-Learning Program at Indiana University is to promote service-learning as an integral and enriching aspect of a student's education and to foster university engagement with the larger community that furthers the academic and public purposes of the university. Through its support for service-learning and community-based research the Service-Learning Program creates opportunities for Indiana University students faculty and staff to learn in partnership with the community and to develop competencies that promote the advancement of a socially responsible citizenry.,-86.517743,39.171596
207,214,Ivy Tech Community College,Emily,Nicholson,enicholson8@ivytech.edu,https://www.facebook.com/ivytech/,https://twitter.com/ivytechbl,1-812-330-6244,"200 Daniels Way, Bloomington, IN, 47404",200 Daniels Way,,200 Daniels Way,Bloomington,IN,47404,https://www.ivytech.edu/bloomington/,Ivy Tech Community College is the state's largest public postsecondary institution and the nation's largest singly accredited statewide community college system.,-86.59914,39.166622
208,215,Jackson Township Fire Department,Glenn,Elmore,jtfd5inc@gmail.com,,,812-988-6201,"4831 Helmsburg Road, Nashville, IN, 47448",4831 Helmsburg Road,,4831 Helmsburg Rd,Nashville,IN,47448,http://buccornear.webs.com,"It is the mission of the Jackson Township Fire Department to:  preserve life, property, and the natural beauty of Brown County; promote public safety, and enhance the quality of life through professionalism, dedication, integrity and training, as an all risk life safety response provider.",-86.292788,39.263056
209,216,Jill Behrman 5K,Adrienne,Meier,jb5k@indiana.edu,,,812-455-3340,"1025 E. 7th Street, Bloomington, IN, 47405",1025 E. 7th Street,HPER 290,1025 E 7th St,Bloomington,IN,47405,http://www.iurecsports.org/jbrez,The purpose of the Jill Behrman 5K Student Committee is to put on an annual race that benefits Jill's House and the Jill Behrman Emerging Leader Scholarship. We aim to educate the community to raise awareness for Jill's House  as well as the Midwestern Proton Radiotherapy Institute.,-86.521204,39.168466
210,217,Jill's House,Heather,Kinderthain,hkinderthain@jillshousememorycare.com,https://www.facebook.com/Jillshousememorycare/,,1-812-287-7962,"751 E. Tamarack Trail, Bloomington, IN, 47408",751 E. Tamarack Trail,,751 E Tamarack Trl,Bloomington,IN,47408,http://jillshousememorycare.com/,A small privately owned assisted living and pre-school.,-86.52145,39.192444
211,218,Justice Unlocked,Lasserina,Dowell,lndowell@justiceunlocked.com,https://www.facebook.com/justiceunlocked,https://twitter.com/justiceunlocked,1-812-269-8277,"113 E. 6th St., Bloomington, IN, 47404",113 E. 6th St.,,113 E 6th St,Bloomington,IN,47404,http://www.justiceunlocked.com,"We are a brand new organization in the Monroe County area, providing sliding scale legal services to the working poor population of people who do not qualify for free legal aid or public defenders, but not enough to pay thousands of dollars for an attorney. We base our work on a sliding scale \low bono\"" model that provides discounts of up to 80 percent off the market rate.""",-86.533456,39.167549
212,221,Kids Play Gym,Kim,Drabek,kim@kidsplaygym.com,https://www.facebook.com/KIDSPLAYGYMBLOOMINGTON/?ref=aymt_homepage_panel,https://twitter.com/TheKidsPlayGym,1-812-822-0605,"2010 South Yost Avenue, Bloomington, IN, 47401",2010 South Yost Avenue,,2010 S Yost Ave,Bloomington,IN,47401,http://kidsplaygym.com,"We are a sensory-friendly and inclusive play facility who seeks to enable parents and families in child development through recreation and play (particularly through development of social, communication, and emotional skills through play) and is particularly focused on the inclusion of kids with disabilities, sensory disorders, and autism in recreational play and learning.  We are geared towards younger kids, ages 10 and under.",-86.580917,39.146605
213,223,"Kinsey Institute, Indiana University",Pat,Lacy,patlacy@indiana.edu,,,1-812-855-7687,"1165 E. Third Street, Bloomington, IN, 47405",1165 E. Third Street,Morrison Hall 313,1165 E 3rd St RM 313,Bloomington,IN,47405,http://www.kinseyinstitute.org,Promotes interdisciplinary research and scholarship in the field of human sexuality and related aspects of gender and reproduction.,-86.519312,39.164259
214,224,Knightridge Pentecostal Church,Pastor Tom,Rhodes,kpcindiana@aol.com,,,812-339-5680,"3775 S. Knightridge Rd., Bloomington, IN, 47401",3775 S. Knightridge Rd.,,3775 S Knightridge Rd,Bloomington,IN,47401,http://www.knightridge.com,An Apostolic assembly reaching out to individuals - many struggling with addictions  poverty  loneliness  sickness  heartaches and who need to feel love and realize the fulfillment of hope in Christ.,-86.432599,39.125125
215,225,Lake Lemon Conservancy District,Adam,Casey,manager@lakelemon.org,https://www.facebook.com/Lake-Lemon-Conservancy-District-1046947088649867/,,1-812-334-0233,"7599 North Tunnel Road, Unionville, IN, 47468",7599 North Tunnel Road,,7599 N Tunnel Rd,Unionville,IN,47468,http://www.lakelemon.org,The Lake Lemon Conservancy District (LLCD) was formed in 1995 to manage and preserve the lake as a resource for Freeholders in the district and to offer recreational opportunities.,-86.411997,39.260871
216,226,Latino Programs and Outreach City of Bloomington,Josefa,Luce,lucej@bloomington.in.gov,https://www.facebook.com/LatinoBTown/,,1-812-349-3860,"401 N. Morton St., Bloomington, IN, 47404",401 N. Morton St.,Ste. 260,401 N Morton St  Ste 260,Bloomington,IN,47404,http://www.bloomington.in.gov/latino,"Serves as a liaison for the City and community organizations giving support to immigrant populations particularly Latinos and promoting diversity and respect for other cultures. Provides direct services including referrals, interpretation and translation to Spanish-speakers.",-86.536125,39.169515
217,228,Lemonade Day Bloomington,Amy,Swain,aswain@bgcbloomington.org,,,812-332-5311,"311 S Lincoln St PO Box 1716, Bloomington, IN, 47402",311 S Lincoln St PO Box 1716,PO Box 1716,311 S Lincoln St,Bloomington,IN,47402,http://www.bloomington.lemonadeday.org,"We empower young people, through the experience of operating lemonade stands, to learn entrepreneurship, to build financial literacy and to trust in their ability to make a difference in their own lives and in their community.",-86.531163,39.164216
218,229,LGBTQ+ Culture Center at Indiana University,Jamie,Bartzel,jbartzel@indiana.edu,,,1-812-855-4212,"705 E 7th St, Bloomington, IN, 47408",705 E 7th St,,705 E 7th St,Bloomington,IN,47408,http://glbt.indiana.edu,,-86.525261,39.168781
219,230,LifeDesigns Inc.,Stephanie,Shelton,sshelton@lifedesignsinc.org,https://www.facebook.com/LIFEDesignsInc/,https://twitter.com/LIFEDesigns_Inc,1-812-332-9615,"200 E. Winslow Rd., Bloomington, IN, 47401",200 E. Winslow Rd.,,200 E Winslow Rd,Bloomington,IN,47401,http://lifedesignsinc.org,"LIFEDesigns partners with people of all ages and abilities to lead meaningful and active lives. We believe everyone deserves a home, a job, and access to the community they live in. Our sole existence is to provide the support and opportunities that people with disabilities need to achieve their goals. This is reflected in everything we do--with a focus on employment, networks of natural supports, and affordable accessible homes for everyone.",-86.527832,39.136398
220,231,Lighthouse Christian Academy,DeShawn,Easley,deshawn.easley@mylca.net,,,812-824-2000,"1201 West That Road, Bloomington, IN, 47403",1201 West That Road,,1201 W That Rd,Bloomington,IN,47403,http://www.lighthouse-christian.com,"The mission of Lighthouse Christian Academy is to partner with Christian parents to provide a biblically-integrated and academically-excellent education to develop each child?s Christ-like character, intellectual ability and physical health to the glory of God.",-86.545303,39.113914
221,233,Local Growers Guild,Megan,Hutchinson,localgrowers@localgrowers.org,,,,"PO Box 2553, Bloomington, IN, 47402",PO Box 2553,,,Bloomington,IN,47402,http://www.localgrowers.org,The Local Growers Guild is a cooperative of farms  retailers and community members dedicated to strengthening the local food economy in southern Indiana through education  direct support and market connections.,-86.531389,39.14621
222,234,Lotus Education & Arts Foundation,Tamara,Loewenthal,tamara@lotusfest.org,https://www.facebook.com/LotusEducationAndArtsFoundation,https://twitter.com/lotusindiana,1-812-336-6599,"105 S. Rogers St., Bloomington, IN, 47404",105 S. Rogers St.,,105 S Rogers St,Bloomington,IN,47404,http://www.lotusfest.org,"Lotus Education and Arts Foundation's mission is to create opportunities to experience, celebrate, and explore the diversity of the world's cultures through music and the arts. ",-86.538689,39.166575
223,235,March of Dimes,Chelsea,Burke,cburke@marchofdimes.com,,,812-234-2736,"1345 Ohio Street, Terre Haute, IN, 47807",1345 Ohio Street,,1345 Ohio St,Terre Haute,IN,47807,http://www.marchofdimes.com,"The mission of the March of Dimes is to improve the health of babies by preventing prematurity, birth defects, and infant mortality.",-87.39606,39.4651
224,236,Marlin Elementary School,Jennifer,Buehler,jelschue@comcast.net,,,1-812-330-7750,"1655 E. Bethel Ln., Bloomington, IN, 47408",1655 E. Bethel Ln.,,1655 E Bethel Ln,Bloomington,IN,47408,,\I will be responsible and positive,-86.517134,39.215306
225,237,Math Matters,Andrew,Cloran,acloran@indiana.edu,,,812-856-8244,"201 N. Rose Ave., Bloomington, IN, 47405",201 N. Rose Ave.,Rm 2110,201 N Rose Ave  Rm 2110,Bloomington,IN,47405,http://www.indianacampuscompact.org/Default.aspx?tabid=136,Math Matters is a GrowIndiana AmeriCorps National Service program that seeks to help Bloomington students with their most challenging school subject -- mathematics.,-86.51094,39.167677
226,238,Mathers Museum Of World Cultures,Sarah,Hatcher,sahatche@indiana.edu,https://www.facebook.com/MathersMuseum/,https://twitter.com/MathersMuseum,1-812-855-6873,"416 N. Indiana Ave., Bloomington, IN, 47408",416 N. Indiana Ave.,,416 N Indiana Ave,Bloomington,IN,47408,http://www.mathers.indiana.edu,Through its collections exhibits and programs the Museum is dedicated to preserving and promoting knowledge of the world's cultures.,-86.526972,39.170007
227,239,MCCSC Adult Education - Broadview Learning Center,Jennifer,Donegan,jdonegan@mccsc.edu,,,1-812-330-7731,"705 W. Coolidge Dr., Bloomington, IN, 47403",705 W. Coolidge Dr.,,705 W Coolidge Dr,Bloomington,IN,47403,http://www.mccsc.edu/adulted,"The MCCSC'S Adult Education program at Broadview Learning Center offers Adult Basic Education classes for adults to prepare for the high school equivalency test, the Ivy Tech Community College Accuplacer test, the National Career Readiness Certificate, and the ASVAB, Armed Services Vocational Aptitude Battery to enter career training in the military.",-86.54155,39.141282
228,240,MC-IRIS,Ellen,Jacquart,ellenjacquart@gmail.com,https://www.facebook.com/groups/89741887130/,,1-812-876-9645,"8358 N. Mt. Tabor Rd., Ellettsville, IN, 47429",8358 N. Mt. Tabor Rd.,,8358 N Mt Tabor Rd,Ellettsville,IN,47429,http://mc-iris.org,"We are a group of landowners, agency land managers, and researchers working together to decrease invasive plants' impacts.",-86.624512,39.290897
229,241,Meadowood Retirement Community,Alicia,Limeberry,alimeberry@5sqc.com,,,1-812-330-4375,"2455 Tamarack Trl, Bloomington, IN, 47408",2455 Tamarack Trl,,2455 Tamarack Trl,Bloomington,IN,47408,http://www.meadowoodRC.com,"A for-profit residential facility providing independent living, assisted living and skilled nursing care services.",-86.521042,39.191891
230,243,Midwest Pages to Prisoners Project,Taylor,Dean,mwpp@pagestoprisoners.org,https://www.facebook.com/pagestoprisoners/,,,"418 E. 6th St., Bloomington, IN, 47408",418 E. 6th St.,,418 E 6th St,Bloomington,IN,47408,http://www.pagestoprisoners.org,"The Midwest Pages to Prisoners Project is an all-volunteer effort that strives to encourage self-education among prisoners in the United States. By providing free reading materials upon request, we hope to promote critical thinking behind bars. We develop relationships so people on the outside can better understand and combat the injustices faced by folks who are incarcerated. We are aware the prison industrial complex targets people of color, in poverty, and in the LGBTQ community. The project exists to alleviate a lot of the pain caused by the criminal justice system, and to provide a direct opportunity for self-education and collective struggle. Additionally, we exist because prison libraries sometimes fail in this respect: they are under stocked or are only able to be patronized during specific and limited hours. We exist because prisoners are not strangers: they are brothers sisters, friends, cousins, mothers, and children.",-86.528872,39.167532
231,244,Mitzvah Corps,Ilana,Nadel,inadel@indiana.edu,,,812-336-3824,"730 E. Third St., Bloomington, IN, 47401",730 E. Third St.,,730 E 3rd St,Bloomington,IN,47401,http://www.iuhillel.org/groups/mitzvahcorps.php,The Mitzvah Corps mission is to provide meaningful social action projects around the Bloomington community and unite students through their purpose and content.,-86.52444,39.163864
232,245,Monroe County 4-H,Katie,Richard,richar76@purdue.edu,https://facebook.com/mocoin4h,,1-812-349-2575,"3400 South Walnut Street, Bloomington, IN, 47401",3400 South Walnut Street,,3400 S Walnut St,Bloomington,IN,47401,http://www.extension.purdue.edu/monroe,The Indiana 4-H Youth Development's mission is to provide real-life educational opportunities that develop young people who positively impact their community and world.,-86.53138,39.125914
233,246,Monroe County Autism Foundation,Andrew,Lambert,andrew@lambertconsulting.biz,http://www.facebook.com/monroecountyautism,https://twitter.com/812Autism,1-812-336-1727,"3210 East 10th Street, Bloomington, IN, 47407-6123",3210 East 10th Street,P.O.Box 6123,3210 E 10th St,Bloomington,IN,47407-6123,http://monroecountyautism.org,"MCAF is a non-profit (501c3) seeking to inform families about evidence based interventions and resources. MCAF works to financially assist families, non-profit organizations and events to improve the long term quality of life of local individuals with autism and their families.",-86.493886,39.170866
234,247,Monroe County Building Association,Jordyn,McIntyre,mcba@mcbaindiana.org,,,812-332-7480,"3901 E. Hagan Street, Bloomington, IN, 47401",3901 E. Hagan Street,Ste H,3901 E Hagan St,Bloomington,IN,47401,http://www.mcbaindiana.org,"Quality home building professionals working together to build, educate and plan for our community?s future.",-86.480228,39.162946
235,248,Monroe County CASA  Inc.,Amber,Shride,amber.shride@monroecountycasa.org,http://www.facebook.com/monroecountycasa,http://twitter.com/MonroeCoCASA,1-812-333-2272,"201 N. Morton St., Bloomington, IN, 47404",201 N. Morton St.,,201 N Morton St,Bloomington,IN,47404,http://www.monroecountycasa.org/,"Monroe County Court Appointed Special Advocates (CASA) mission is \To help ensure that the abused and neglected children of Monroe County live in safe permanent homes and have the opportunity to reach their full potential.\"" Monroe County CASA is a volunteer-powered program which provides representation in juvenile court for child victims of physical abuse",-86.536154,39.167543
236,249,"Monroe County Chapter, Indiana Barn Foundation",Danielle,Bachant-Bell,monroecountybarns@gmail.com,https://www.facebook.com/MonroeCountyBarns,,1-812-336-6141,"605 W. Allen St., Bloomington, IN, 47403",605 W. Allen St.,,605 W Allen St,Bloomington,IN,47403,https://www.indianabarns.org,"The Indiana Barn Foundation is a statewide, all volunteer organization devoted to the documentation, preservation and reuse of historic barns. We have board members from across the state, and county representatives for many Indiana counties. The organization holds fund raising barn tours, has an annual meeting in July, was instrumental in creation of the heritage barn tax deduction legislation, and created the Indiana Bicentennial Barn Quilt to raise funds and awareness. Funds raised are devoted to the Mauri Williamson Memorial Grant Program for the purpose of assisting barn owners with rehabilitation projects. An overall goal of the organization is to systematically survey historic barns in every county to collect family stories, barn histories and architectural information.",-86.540398,39.155346
237,251,Monroe County Civil Air Patrol,Rick,Clemens,rlclemens@comcast.net,,,1-812-322-4238,"3380 S. Walnut St., Bloomington, IN, 47401",3380 S. Walnut St.,National Guard Armory,3380 S Walnut St,Bloomington,IN,47401,http://www.facebook.com/monroecountycivilairpatrol,Civil Air Patrol's Cadet Program provides young men and women ages 12-20 with a safe and motivating environment in which to grow and explore opportunities in aviation and aerospace careers. The Cadet program stresses leadership skills provides training in emergency services and offers orientation flights with trained pilots. Monroe County Civil Air Patrol is a composite squadron which affords training for adults in leadership emergency services and aerospace education.,-86.53138,39.126065
238,252,Monroe County Commissioners,Jessica,McClellan,jmcclellan@co.monroe.in.us,,,812-349-2550,"100 W Kirkwood Ave Room 322, Bloomington, IN, 47404",100 W Kirkwood Ave Room 322,The Courthouse Room 322,100 W Kirkwood Ave Room 322,Bloomington,IN,47404,http://www.co.monroe.in.us/tsd/Government/Commissioners.aspx,The Monroe County Board of Commissioners have a wide range of executive and administrative authority within Monroe County  Indiana.,-86.533629,39.166582
